recording_id,insight
sw061b002_11267,"This is a one-whale show: Whale 1 alone logs 2 codas. Turns change only 0% of the time, so it is not the most balanced conversation. These whales are clearly communicating something important."
sw061b002_13766,"Whale 1 and Whale 2 are the two participants here, trading a combined 38 codas. The whole exchange spans 1 min 56.1 sec. The average coda has 4.9 clicks, ranging from 3 up to 10."
sw061b002_13901,"Two whales, Whale 1 and Whale 2, go at it across 15 total codas. With 8 codas (53% of the total), Whale 1 is clearly driving this conversation. The 93% turn-switching rate here is remarkable. This is real dialogue."
sw061b002_13952,This is a one-whale show: Whale 2 alone logs 1 coda. A single coda with 4 clicks and an ICI of 0.483s.
sw061b002_13975,"It is a two-whale conversation between Whale 1 and Whale 2 (7 codas total). The whole exchange spans 31.7 seconds. With a turn-switching rate of 83%, this looks like a genuine rapid-fire conversation."
sw061b002_14375,"A busy recording with 6 participants: Whale 1, Whale 2, Whale 3, Whale 4, Whale 5, and Whale 6, and 110 codas logged. Whale 2 dominates this recording with 38 out of 110 total codas (35%). They switch speakers on 94% of consecutive codas, making this one of the most conversational exchanges in the dataset."
sw061b002,"A busy recording with 5 participants: Whale 1, Whale 2, Whale 3, Whale 4, and Whale 5, and 74 codas logged. Here is how the 74 codas split up: Whale 1: 28, Whale 2: 20, Whale 3: 23, Whale 4: 2, Whale 5: 1. The whole exchange spans 4 min 25.8 sec."
sw061b003,"This one has 5 whales involved (Whale 1, Whale 2, Whale 3, Whale 4, and Whale 5), collectively producing 731 codas. Across all whales, click intervals range from 0.060s (Whale 5) to 0.327s (Whale 1). In 112 min 40.6 sec, these whales pack in a lot."
sw061b004,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 41 codas total. Whale 3 fires the quickest clicks at 0.079s avg ICI; Whale 1 is slower at 0.433s. With a mean of 5.3 clicks per coda (max 9), these are fairly compact calls."
sw078a001_308,"Two whales, Whale 2 and Whale 3, go at it across 4 total codas. With 67% turn switching, there is a clear but not constant back-and-forth happening. Everything unfolds over 8.4 seconds."
sw078a001_688,"Whale 2 and Whale 3 are the two participants here, trading a combined 11 codas. Turn switching happens 60% of the time, suggesting a moderately back-and-forth exchange. With 7 codas (64% of the total), Whale 2 is clearly driving this conversation."
sw078a001_736,This is a one-whale show: Whale 2 alone logs 3 codas. Whale 2 spaces clicks about 0.490 seconds apart on average. The timing alone suggests these whales are paying close attention to each other.
sw078a001_848,"It is a two-whale conversation between Whale 1 and Whale 2 (38 codas total). Turn switching is very high at 84%, which means these whales are trading codas back and forth almost constantly. Whale 1 has a tighter click rhythm (0.368s avg ICI) compared to Whale 2 (0.379s)."
sw078a001_3161,"Only one whale (Whale 2) shows up here, producing all 8 codas solo. Whale 2 fires clicks at an average ICI of 0.190 seconds. You have to respect the precision of these animals."
sw078a001_3209,"This one has 9 whales involved (Whale 1, Whale 2, Whale 3, Whale 4, Whale 6, Whale 7, Whale 8, Whale 9, and Whale 10), collectively producing 66 codas. Click complexity ranges from 4 to 21 per coda, averaging 6.5. Across all whales, click intervals range from 0.158s (Whale 2) to 0.426s (Whale 7)."
sw078a002_8636,"This one has 4 whales involved (Whale 1, Whale 2, Whale 3, and Whale 4), collectively producing 51 codas. With 60% turn switching, there is a clear but not constant back-and-forth happening. Everything unfolds over 3 min 31.4 sec."
sw078a002_9457,"This is a one-whale show: Whale 1 alone logs 4 codas. The average coda has 8.5 clicks, ranging from 8 up to 9. Everything unfolds over 14.8 seconds."
sw078b001_1935,"This is a one-whale show: Whale 2 alone logs 6 codas. From first coda to last, this recording covers 21.7 seconds."
sw078b002_12471,"This is a one-whale show: Whale 1 alone logs 10 codas. The whole exchange spans 19.8 seconds. The average coda has 3.1 clicks, ranging from 1 up to 5."
sw078b002_13206,"This is a one-whale show: Whale 1 alone logs 4 codas. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw078c001_695,"Whale 1 and Whale 2 are the two participants here, trading a combined 10 codas. Turn switching is lower here at 11%, meaning one whale tends to send multiple codas in a row. With 7 codas (70% of the total), Whale 2 is clearly driving this conversation."
sw078c001_743,This is a one-whale show: Whale 2 alone logs 1 coda. Whale 2 spaces clicks about 0.041 seconds apart on average. The timing alone suggests these whales are paying close attention to each other.
sw078c001_780,"Three whales in the mix: Whale 2 and Whale 3 and Whale 4, sharing 4 codas between them. Coda counts per whale: Whale 2: 2, Whale 3: 1, Whale 4: 1. Across all whales, click intervals range from 0.129s (Whale 4) to 0.264s (Whale 2)."
sw078c001_799,"Whale 2 and Whale 3 are the two participants here, trading a combined 4 codas. With 3 codas (75% of the total), Whale 2 is clearly driving this conversation. Here is how the 4 codas split up: Whale 2: 3, Whale 3: 1."
sw078c001_857,"Whale 2 and Whale 3 are the two participants here, trading a combined 3 codas. Turn switching happens 50% of the time, suggesting a moderately back-and-forth exchange. With 2 codas (67% of the total), Whale 2 is clearly driving this conversation."
sw078c001_872,"Whale 2 and Whale 3 are the two participants here, trading a combined 2 codas. The coda breakdown is: Whale 2: 1, Whale 3: 1. With a turn-switching rate of 100%, this looks like a genuine rapid-fire conversation."
sw078c001_884,"This is a one-whale show: Whale 2 alone logs 4 codas. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row. You have to respect the precision of these animals."
sw078c001_906,"Three whales in the mix: Whale 1 and Whale 2 and Whale 3, sharing 13 codas between them. Coda counts per whale: Whale 1: 5, Whale 2: 5, Whale 3: 3. Across all whales, click intervals range from 0.168s (Whale 2) to 0.248s (Whale 3)."
sw078c004_21204,"Whale 1 and Whale 2 are the two participants here, trading a combined 9 codas. Whale 1 dominates this recording with 8 out of 9 total codas (89%). The 25% switching rate suggests stretches where one whale holds the floor for multiple codas."
sw078c004_21249,"Whale 1 and Whale 2 are the two participants here, trading a combined 6 codas. With 4 codas (67% of the total), Whale 1 is clearly driving this conversation. Whale 2 has a tighter click rhythm (0.080s avg ICI) compared to Whale 1 (0.104s)."
sw078c004_21298,"Only one whale (Whale 2) shows up here, producing all 1 coda solo. Whale 2 fires clicks at an average ICI of 0.102 seconds."
sw078c004_21317,"Only one whale (Whale 1) shows up here, producing all 2 codas solo. From first coda to last, this recording covers 5.4 seconds. With only 0% turn switching, this is more of a monologue-style exchange than a rapid dialogue."
sw085a001_51,"It is a two-whale conversation between Whale 1 and Whale 2 (13 codas total). Whale 2 has a tighter click rhythm (0.424s avg ICI) compared to Whale 1 (0.442s). Whale 1 does most of the talking here, contributing 7 of the 13 codas."
sw085a001_116,"Whale 1 and Whale 2 are the two participants here, trading a combined 11 codas. ICI speeds differ: Whale 1 averages 0.425s per interval while Whale 2 is a bit slower at 0.446s. Here is how the 11 codas split up: Whale 1: 4, Whale 2: 7."
sw085a001_160,"Only one whale (Whale 1) shows up here, producing all 2 codas solo. Whale 1 spaces clicks about 0.443 seconds apart on average."
sw085a001_795,"Whale 1 and Whale 2 are the two participants here, trading a combined 7 codas. The coda breakdown is: Whale 1: 4, Whale 2: 3. With a turn-switching rate of 83%, this looks like a genuine rapid-fire conversation."
sw085a001_828,"Whale 1 and Whale 2 are the two participants here, trading a combined 5 codas. With 3 codas (60% of the total), Whale 1 is clearly driving this conversation. Whale 2 has a tighter click rhythm (0.439s avg ICI) compared to Whale 1 (0.453s)."
sw085a001_850,"Two whales, Whale 1 and Whale 2, go at it across 9 total codas. With 62% turn switching, there is a clear but not constant back-and-forth happening. Everything unfolds over 26.5 seconds."
sw085a001_894,"Whale 1 and Whale 2 are the two participants here, trading a combined 9 codas. The coda breakdown is: Whale 1: 6, Whale 2: 3. With only 38% turn switching, this is more of a monologue-style exchange than a rapid dialogue."
sw085a001_941,"This is a one-whale show: Whale 2 alone logs 4 codas. Codas average 5.0 clicks each, with some reaching as high as 5. The coordination between individuals here is impressive."
sw085a001_1085,This is a one-whale show: Whale 2 alone logs 1 coda. Whale 2 fires clicks at an average ICI of 0.552 seconds. This is a blink-and-you-miss-it moment: the codas are nearly simultaneous.
sw085a001_1109,"Whale 3 and Whale 4 are the two participants here, trading a combined 52 codas. The average coda has 5.0 clicks, ranging from 5 up to 6. In 1 min 54.5 sec, these whales pack in a lot."
sw085a001_1240,"Only one whale (Whale 2) shows up here, producing all 3 codas solo. Whale 2 fires clicks at an average ICI of 0.394 seconds."
sw085a001_1851,"Whale 1 and Whale 2 are the two participants here, trading a combined 44 codas. Whale 1 leads the exchange with 25 codas out of 44 recorded. The interaction runs for 2 min 20.7 sec total."
sw085a001_2121,It is a two-whale conversation between Whale 1 and Whale 2 (54 codas total). Whale 1 dominates this recording with 33 out of 54 total codas (61%). Whale 2 has a tighter click rhythm (0.326s avg ICI) compared to Whale 1 (0.431s).
sw085a001_2714,It is a two-whale conversation between Whale 1 and Whale 2 (6 codas total). Whale 2 has a tighter click rhythm (0.042s avg ICI) compared to Whale 1 (0.044s). Everything unfolds over 21.7 seconds.
sw085a001_2802,"Only one whale (Whale 1) shows up here, producing all 3 codas solo. From first coda to last, this recording covers 8.6 seconds. Codas average 5.0 clicks each, with some reaching as high as 5."
sw085a002_9376,"Three whales in the mix: Whale 1 and Whale 2 and Whale 3, sharing 81 codas between them. With 64% turn switching, there is a clear but not constant back-and-forth happening. Everything unfolds over 3 min 24.7 sec."
sw085a002_10006,"Whale 1 and Whale 2 are the two participants here, trading a combined 19 codas. With 56% turn switching, there is a clear but not constant back-and-forth happening. Here is how the 19 codas split up: Whale 1: 11, Whale 2: 8."
sw085a002_10097,"Two whales, Whale 1 and Whale 2, go at it across 12 total codas. With 73% turn switching, there is a clear but not constant back-and-forth happening. Coda counts per whale: Whale 1: 4, Whale 2: 8."
sw085a002_10505,"Whale 1 and Whale 2 are the two participants here, trading a combined 11 codas. With 6 codas (55% of the total), Whale 1 is clearly driving this conversation. Whale 2 clicks faster, averaging 0.090s between clicks vs Whale 1's 0.120s."
sw085a002_10546,This is a one-whale show: Whale 1 alone logs 3 codas. The whole exchange spans 10.9 seconds. Makes you wonder what they are saying to each other.
sw085a002_10581,"This is a one-whale show: Whale 1 alone logs 2 codas. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw085a003_20590,"Two whales, Whale 1 and Whale 2, go at it across 24 total codas. With a turn-switching rate of 87%, this looks like a genuine rapid-fire conversation. Coda counts per whale: Whale 1: 12, Whale 2: 12."
sw085a003_20645,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 27 codas combined. The whole exchange spans 1 min 17.7 sec. The average coda has 5.0 clicks, ranging from 4 up to 5."
sw085a003_20753,"Whale 1 and Whale 2 are the two participants here, trading a combined 7 codas. The whole exchange spans 14.6 seconds. The average coda has 5.0 clicks, ranging from 5 up to 5."
sw085a003_21827,"It is a two-whale conversation between Whale 1 and Whale 2 (21 codas total). Whale 1 clicks faster, averaging 0.447s between clicks vs Whale 2's 0.454s. Everything unfolds over 1 min 6.7 sec."
sw085a003_21909,This is a one-whale show: Whale 1 alone logs 2 codas. Whale 1 fires clicks at an average ICI of 0.463 seconds. Reading the numbers gives you a sense of how alive this interaction is.
sw085a003_22533,This is a one-whale show: Whale 1 alone logs 4 codas. The whole exchange spans 14.2 seconds. Makes you wonder what they are saying to each other.
sw090a001_587,"It is a two-whale conversation between Whale 1 and Whale 2 (37 codas total). The interaction runs for 2 min 12.7 sec total. The average coda has 5.2 clicks, ranging from 5 up to 9."
sw090a001_1048,"Whale 1 and Whale 2 are the two participants here, trading a combined 10 codas. The 44% switching rate suggests stretches where one whale holds the floor for multiple codas. The whole exchange spans 34.5 seconds."
sw090a001_1102,"It is a two-whale conversation between Whale 1 and Whale 2 (28 codas total). With only 41% turn switching, this is more of a monologue-style exchange than a rapid dialogue. Coda counts per whale: Whale 1: 19, Whale 2: 9."
sw090a001_2341,"Only one whale (Whale 1) shows up here, producing all 1 coda solo. Whale 1 spaces clicks about 0.070 seconds apart on average. The click patterns here feel deliberate and precise."
sw090a001_5117,"This one has 4 whales involved (Whale 1, Whale 2, Whale 3, and Whale 4), collectively producing 29 codas. Everything unfolds over 1 min 19.8 sec. Coda counts per whale: Whale 1: 9, Whale 2: 9, Whale 3: 7, Whale 4: 4."
sw090a001_5294,"It is a two-whale conversation between Whale 1 and Whale 2 (9 codas total). The average coda has 5.0 clicks, ranging from 5 up to 5. ICI speeds differ: Whale 1 averages 0.422s per interval while Whale 2 is a bit slower at 0.456s."
sw090a001_5835,"This is a one-whale show: Whale 1 alone logs 4 codas. In 18.2 seconds, these whales pack in a lot. That is so cool!"
sw090a001_5869,"Whale 1 and Whale 2 and Whale 4 all show up in this recording, contributing 14 codas total. Whale 1 fires the quickest clicks at 0.091s avg ICI; Whale 2 is slower at 0.117s. Whale 1 dominates this recording with 8 out of 14 total codas (57%)."
sw090a002_12388,"A three-way exchange with Whale 3 and Whale 4 and Whale 5 producing 34 codas combined. The whole exchange spans 2 min 16.9 sec. The average coda has 5.1 clicks, ranging from 5 up to 6."
sw090a002_13031,This is a one-whale show: Whale 1 alone logs 6 codas. The interaction runs for 25.4 seconds total. That is so cool!
sw090a002_13069,"Whale 1 and Whale 2 are the two participants here, trading a combined 12 codas. Whale 1 dominates this recording with 9 out of 12 total codas (75%). The 9% switching rate suggests stretches where one whale holds the floor for multiple codas."
sw090a002_13169,"Whale 1 and Whale 2 are the two participants here, trading a combined 6 codas. The whole exchange spans 14.7 seconds. Whale 1 does most of the talking here, contributing 3 of the 6 codas."
sw090a002_14644,"Whale 1 and Whale 2 are the two participants here, trading a combined 8 codas. Whale 2 dominates this recording with 5 out of 8 total codas (62%). The 57% switching rate shows these whales are taking turns, even if not on every single coda."
sw090a003_21341,"Only one whale (Whale 2) shows up here, producing all 6 codas solo. Whale 2 spaces clicks about 0.042 seconds apart on average. That is a lot of biological computation happening underwater."
sw090a003_21380,This is a one-whale show: Whale 2 alone logs 7 codas. Whale 2 spaces clicks about 0.126 seconds apart on average. That is so cool!
sw090a004_29065,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 45 codas total. The whole exchange spans 1 min 53.3 sec. With a turn-switching rate of 82%, this looks like a genuine rapid-fire conversation."
sw090a004_29203,"Whale 3 and Whale 4 are the two participants here, trading a combined 9 codas. The interaction runs for 32.1 seconds total. The average coda has 5.0 clicks, ranging from 5 up to 5."
sw090a004_29331,"Whale 1 and Whale 2 are the two participants here, trading a combined 7 codas. The whole exchange spans 26.7 seconds. Whale 1 does most of the talking here, contributing 4 of the 7 codas."
sw090a004_29878,"It is a two-whale conversation between Whale 1 and Whale 2 (6 codas total). With a mean of 5.0 clicks per coda (max 5), these are fairly compact calls. Whale 1 leads the exchange with 3 codas out of 6 recorded."
sw090a004_29912,"It is a two-whale conversation between Whale 1 and Whale 2 (7 codas total). Whale 1 clicks faster, averaging 0.085s between clicks vs Whale 2's 0.134s. Everything unfolds over 33.2 seconds."
sw090a005_32985,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 23 codas total. With a mean of 5.2 clicks per coda (max 8), these are fairly compact calls. The 55% switching rate shows these whales are taking turns, even if not on every single coda."
sw090a005_33616,"This is a one-whale show: Whale 2 alone logs 4 codas. The whole exchange spans 13.7 seconds. The average coda has 9.5 clicks, ranging from 9 up to 10."
sw090a005_33673,"It is a two-whale conversation between Whale 1 and Whale 2 (22 codas total). Whale 1 clicks faster, averaging 0.093s between clicks vs Whale 2's 0.124s. Everything unfolds over 58.9 seconds."
sw090b001_3269,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 28 codas total. The interaction runs for 1 min 25.9 sec total. Here is how the 28 codas split up: Whale 1: 13, Whale 2: 14, Whale 3: 1."
sw090b001_3663,"Whale 3 and Whale 4 are the two participants here, trading a combined 29 codas. Whale 4 leads the exchange with 16 codas out of 29 recorded. The interaction runs for 1 min 19.8 sec total."
sw090b001_3840,"Two whales, Whale 1 and Whale 2, go at it across 9 total codas. From first coda to last, this recording covers 26.1 seconds. Codas average 5.0 clicks each, with some reaching as high as 5."
sw090b001_4383,This is a one-whale show: Whale 2 alone logs 4 codas. The interaction runs for 18.2 seconds total. The overlap and turn-taking suggest active listening.
sw090b001_4418,It is a two-whale conversation between Whale 1 and Whale 2 (13 codas total). Whale 2 has a tighter click rhythm (0.094s avg ICI) compared to Whale 1 (0.117s). Everything unfolds over 42.1 seconds.
sw090b002_10922,"A three-way exchange with Whale 2 and Whale 3 and Whale 4 producing 34 codas combined. With 18 codas (53% of the total), Whale 4 is clearly driving this conversation. ICI speeds vary across whales, with Whale 4 the fastest at 0.443s and Whale 3 the slowest at 0.478s."
sw090b002_11577,"This is a one-whale show: Whale 2 alone logs 6 codas. The whole exchange spans 25.4 seconds. The average coda has 5.0 clicks, ranging from 5 up to 5."
sw090b002_11617,"Whale 2 and Whale 3 are the two participants here, trading a combined 12 codas. With 9 codas (75% of the total), Whale 2 is clearly driving this conversation. Turn switching is lower here at 36%, meaning one whale tends to send multiple codas in a row."
sw090b002_11715,"Whale 2 and Whale 3 are the two participants here, trading a combined 6 codas. The 100% turn-switching rate here is remarkable. This is real dialogue. Here is how the 6 codas split up: Whale 2: 3, Whale 3: 3."
sw090b002_13178,"Two whales, Whale 2 and Whale 3, go at it across 11 total codas. With 60% turn switching, there is a clear but not constant back-and-forth happening. Coda counts per whale: Whale 2: 5, Whale 3: 6."
sw090b003_19887,"Only one whale (Whale 1) shows up here, producing all 6 codas solo. Turns change only 0% of the time, so it is not the most balanced conversation. From first coda to last, this recording covers 25.3 seconds."
sw090b003_19929,"Only one whale (Whale 1) shows up here, producing all 7 codas solo. Whale 1 fires clicks at an average ICI of 0.126 seconds. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw090b004_27614,"Whale 2 and Whale 3 are the two participants here, trading a combined 45 codas. Codas average 6.9 clicks each, with some reaching as high as 20. ICI speeds differ: Whale 2 averages 0.293s per interval while Whale 3 is a bit slower at 0.312s."
sw090b004_27750,"It is a two-whale conversation between Whale 2 and Whale 3 (9 codas total). The whole exchange spans 32.1 seconds. With 50% turn switching, there is a clear but not constant back-and-forth happening."
sw090b004_27879,"It is a two-whale conversation between Whale 2 and Whale 3 (7 codas total). With a mean of 5.0 clicks per coda (max 5), these are fairly compact calls. Whale 3 leads the exchange with 4 codas out of 7 recorded."
sw090b004_28424,"Whale 1 and Whale 2 are the two participants here, trading a combined 6 codas. Codas average 5.0 clicks each, with some reaching as high as 5. ICI speeds differ: Whale 1 averages 0.100s per interval while Whale 2 is a bit slower at 0.123s."
sw090b004_28460,"Whale 1 and Whale 2 are the two participants here, trading a combined 7 codas. Codas average 5.0 clicks each, with some reaching as high as 5. ICI speeds differ: Whale 2 averages 0.085s per interval while Whale 1 is a bit slower at 0.133s."
sw090b005_31535,"Two whales, Whale 2 and Whale 3, go at it across 21 total codas. With 50% turn switching, there is a clear but not constant back-and-forth happening. Coda counts per whale: Whale 2: 15, Whale 3: 6."
sw090b005_31618,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 11 codas combined. Codas average 6.5 clicks each, with some reaching as high as 15. ICI speeds differ: Whale 2 averages 0.353s per interval while Whale 3 is a bit slower at 0.499s."
sw090b005_32163,"This is a one-whale show: Whale 2 alone logs 4 codas. Turn switching is lower here at 0%, meaning one whale tends to send multiple codas in a row."
sw090b005_32219,"Two whales, Whale 2 and Whale 3, go at it across 22 total codas. With 48% turn switching, there is a clear but not constant back-and-forth happening. Coda counts per whale: Whale 2: 15, Whale 3: 7."
sw091a002_6771,"Three whales in the mix: Whale 1 and Whale 2 and Whale 3, sharing 13 codas between them. They switch speakers on 92% of consecutive codas, making this one of the most conversational exchanges in the dataset. With 6 codas (46% of the total), Whale 2 is clearly driving this conversation."
sw091a002_6815,This is a one-whale show: Whale 2 alone logs 6 codas. Whale 2 spaces clicks about 0.045 seconds apart on average. That is so cool!
sw091a002_6929,"Only one whale (Whale 2) shows up here, producing all 2 codas solo. Whale 2 fires clicks at an average ICI of 0.072 seconds. That kind of rhythm is hard to explain as coincidence."
sw091a002_6996,"This is a one-whale show: Whale 2 alone logs 1 coda. The average coda has 7.0 clicks, ranging from 7 up to 7. The codas here are clustered so tightly in time they are practically overlapping."
sw091a002_7459,"It is a two-whale conversation between Whale 1 and Whale 2 (6 codas total). With a mean of 18.0 clicks per coda (max 23), these are complex calls. ICI speeds differ: Whale 2 averages 0.046s per interval while Whale 1 is a bit slower at 0.050s."
sw091a002_7862,"Whale 1 and Whale 2 are the two participants here, trading a combined 13 codas. The coda breakdown is: Whale 1: 9, Whale 2: 4. In 33.7 seconds, these whales pack in a lot."
sw091a002_7923,"Only one whale (Whale 1) shows up here, producing all 6 codas solo. The 0% switching rate suggests stretches where one whale holds the floor for multiple codas."
sw091a002_7973,It is a two-whale conversation between Whale 1 and Whale 2 (8 codas total). Whale 2 has a tighter click rhythm (0.085s avg ICI) compared to Whale 1 (0.101s). Whale 1 dominates this recording with 4 out of 8 total codas (50%).
sw091a002_8038,"This is a one-whale show: Whale 2 alone logs 2 codas. In 7.9 seconds, these whales pack in a lot. The structure here is unlike most others in the dataset."
sw091a002_14558,"It is a two-whale conversation between Whale 1 and Whale 2 (21 codas total). The whole exchange spans 45.7 seconds. With a turn-switching rate of 85%, this looks like a genuine rapid-fire conversation."
sw091a003_15060,"Only one whale (Whale 2) shows up here, producing all 6 codas solo. Whale 2 fires clicks at an average ICI of 0.077 seconds."
sw091a003_15105,"Two whales, Whale 1 and Whale 2, go at it across 12 total codas. Whale 1 does most of the talking here, contributing 6 of the 12 codas. Whale 2 has a tighter click rhythm (0.082s avg ICI) compared to Whale 1 (0.108s)."
sw091a003_15145,"Whale 1 and Whale 2 are the two participants here, trading a combined 23 codas. The interaction runs for 49.9 seconds total. The average coda has 5.0 clicks, ranging from 4 up to 5."
sw091b001_5849,It is a two-whale conversation between Whale 1 and Whale 2 (13 codas total). Whale 1 has a tighter click rhythm (0.084s avg ICI) compared to Whale 2 (0.100s). Whale 2 dominates this recording with 9 out of 13 total codas (69%).
sw091b001_5919,"This is a one-whale show: Whale 1 alone logs 6 codas. Whale 1 spaces clicks about 0.087 seconds apart on average. Turns change only 0% of the time, so it is not the most balanced conversation."
sw091b001_5967,"Whale 1 and Whale 2 are the two participants here, trading a combined 8 codas. ICI speeds differ: Whale 1 averages 0.085s per interval while Whale 2 is a bit slower at 0.101s. Click complexity ranges from 5 to 5 per coda, averaging 5.0."
sw091b001_6034,"This is a one-whale show: Whale 2 alone logs 2 codas. The average coda has 5.0 clicks, ranging from 5 up to 5. In 7.9 seconds, these whales pack in a lot."
sw091b002_13056,This is a one-whale show: Whale 1 alone logs 6 codas. The 0% switching rate suggests stretches where one whale holds the floor for multiple codas. You can almost feel the conversation happening.
sw091b002_13101,"Whale 1 and Whale 2 are the two participants here, trading a combined 12 codas. The interaction runs for 28.0 seconds total. The coda breakdown is: Whale 1: 6, Whale 2: 6."
sw091b002_13142,"Two whales, Whale 1 and Whale 2, go at it across 23 total codas. With 12 codas (52% of the total), Whale 1 is clearly driving this conversation. The 86% turn-switching rate here is remarkable. This is real dialogue."
sw091b004_27401,"A three-way exchange with Whale 1 and Whale 2 and Whale 3 producing 20 codas combined. The interaction runs for 48.5 seconds total. The average coda has 5.5 clicks, ranging from 5 up to 8."
sw091b004_28079,"It is a two-whale conversation between Whale 1 and Whale 2 (20 codas total). With a mean of 5.0 clicks per coda (max 5), these are fairly compact calls. The 68% switching rate shows these whales are taking turns, even if not on every single coda."
sw091b004_28148,"Only one whale (Whale 2) shows up here, producing all 9 codas solo. Everything unfolds over 50.8 seconds. These clicks encode something, and I really want to know what."
sw091b004_28217,"Only one whale (Whale 2) shows up here, producing all 11 codas solo. From first coda to last, this recording covers 48.4 seconds. With only 0% turn switching, this is more of a monologue-style exchange than a rapid dialogue."
sw097a001_480,"Whale 1 and Whale 2 are the two participants here, trading a combined 14 codas. They switch speakers on 92% of consecutive codas, making this one of the most conversational exchanges in the dataset. Here is how the 14 codas split up: Whale 1: 7, Whale 2: 7."
sw097a001_524,"Whale 1 and Whale 2 are the two participants here, trading a combined 23 codas. Codas average 5.0 clicks each, with some reaching as high as 5. Here is how the 23 codas split up: Whale 1: 5, Whale 2: 18."
sw097a001_664,"Two whales, Whale 1 and Whale 2, go at it across 7 total codas. Coda counts per whale: Whale 1: 3, Whale 2: 4. ICI speeds differ: Whale 2 averages 0.040s per interval while Whale 1 is a bit slower at 0.104s."
sw100a002_9490,"Whale 1 and Whale 2 are the two participants here, trading a combined 19 codas. The average coda has 5.0 clicks, ranging from 5 up to 5. In 39.9 seconds, these whales pack in a lot."
sw100a002_9639,"Whale 1 and Whale 2 and Whale 3 all show up in this recording, contributing 8 codas total. The average coda has 7.2 clicks, ranging from 5 up to 11. Across all whales, click intervals range from 0.387s (Whale 2) to 0.480s (Whale 3)."
sw100a002_10182,"Only one whale (Whale 1) shows up here, producing all 5 codas solo. Whale 1 fires clicks at an average ICI of 0.250 seconds. In 20.0 seconds, these whales pack in a lot."
sw100a002_10216,"Two whales, Whale 1 and Whale 2, go at it across 14 total codas. Coda counts per whale: Whale 1: 8, Whale 2: 6. Whale 1 dominates this recording with 8 out of 14 total codas (57%)."
sw100a002_10281,"Only one whale (Whale 2) shows up here, producing all 1 coda solo. Whale 2 fires clicks at an average ICI of 0.085 seconds. The codas here are clustered so tightly in time they are practically overlapping."
